Model,alpha_req,alpha_tok,lambda_tok_s,selectable,N_L,N_T,n_instances,TP_per_instance,lambda_max,headroom_ratio,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,kv_slack_T,kv_slack_L,bottleneck,n_meets_load,n_meets_kv,n_unsaturated,n_selectable,ttft_bar_s,switch_from,devices_draining,devices_kept,T_drain_s,T_breakeven_s,free_move,note
Llama2-13B,0.8,0.8,4977.9,False,22,10,11,2,3707.2,0.745,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5056.9,False,22,10,11,2,3707.2,0.733,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5135.9,False,22,10,11,2,3707.2,0.722,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5214.9,False,22,10,11,2,3707.2,0.711,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5293.9,False,22,10,11,2,3707.2,0.7,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5372.9,False,22,10,11,2,3707.2,0.69,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5452.0,False,22,10,11,2,3707.2,0.68,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5531.0,False,22,10,11,2,3707.2,0.67,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5610.0,False,22,10,11,2,3707.2,0.661,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5689.0,False,22,10,11,2,3707.2,0.652,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5768.0,False,22,10,11,2,3707.2,0.643,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5847.0,False,22,10,11,2,3707.2,0.634,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,5926.0,False,22,10,11,2,3707.2,0.626,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,6005.0,False,22,10,11,2,3707.2,0.617,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,6084.1,False,22,10,11,2,3707.2,0.609,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,6163.1,False,22,10,11,2,3707.2,0.602,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,6242.1,False,22,10,11,2,3707.2,0.594,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.8,0.8,6321.1,False,22,10,11,2,3707.2,0.586,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,79.0,True,10,22,1,10,480.2,6.078,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.81,0.81,158.0,True,10,22,1,10,480.2,3.039,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.81,0.81,237.0,True,10,22,1,10,480.2,2.026,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.81,0.81,316.1,True,10,22,1,10,480.2,1.52,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.81,0.81,395.1,True,10,22,1,10,480.2,1.216,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,50,52,39,37,0.728,,,,,,,
Llama2-13B,0.81,0.81,474.1,True,10,22,1,10,480.2,1.013,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,44,52,39,31,0.728,,,,,,,
Llama2-13B,0.81,0.81,553.1,True,12,20,2,6,882.5,1.596,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.81,0.81,632.1,True,12,20,2,6,882.5,1.396,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.81,0.81,711.1,True,12,20,2,6,882.5,1.241,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,30,52,39,29,0.728,,,,,,,
Llama2-13B,0.81,0.81,790.1,True,12,20,2,6,882.5,1.117,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,29,52,39,28,0.728,,,,,,,
Llama2-13B,0.81,0.81,869.2,True,12,20,2,6,882.5,1.015,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,27,52,39,26,0.728,,,,,,,
Llama2-13B,0.81,0.81,948.2,True,20,12,2,10,960.5,1.013,778.0,2269.2,3047.2,0.607,32.73,1.091,43.442,PoolL,23,52,39,22,0.728,,,,,,,
Llama2-13B,0.81,0.81,1027.2,True,15,17,3,5,1300.1,1.266,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,20,52,39,20,0.8,,,,,,,
Llama2-13B,0.81,0.81,1106.2,True,15,17,3,5,1300.1,1.175,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,20,52,39,20,0.8,,,,,,,
Llama2-13B,0.81,0.81,1185.2,True,15,17,3,5,1300.1,1.097,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,19,52,39,19,0.8,,,,,,,
Llama2-13B,0.81,0.81,1264.2,True,15,17,3,5,1300.1,1.028,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,18,52,39,18,0.8,,,,,,,
Llama2-13B,0.81,0.81,1343.2,True,16,16,4,4,1615.7,1.203,1308.7,2853.6,4162.3,0.755,25.513,1.411,12.722,PoolL,14,52,39,14,0.83,,,,,,,
Llama2-13B,0.81,0.81,1422.2,True,16,16,4,4,1615.7,1.136,1308.7,2853.6,4162.3,0.755,25.513,1.411,12.722,PoolL,14,52,39,14,0.83,,,,,,,
Llama2-13B,0.81,0.81,1501.3,True,16,16,4,4,1615.7,1.076,1308.7,2853.6,4162.3,0.755,25.513,1.411,12.722,PoolL,13,52,39,13,0.83,,,,,,,
Llama2-13B,0.81,0.81,1580.3,True,16,16,4,4,1615.7,1.022,1308.7,2853.6,4162.3,0.755,25.513,1.411,12.722,PoolL,13,52,39,13,0.83,,,,,,,
Llama2-13B,0.81,0.81,1659.3,True,20,12,4,5,1733.6,1.045,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,12,52,39,12,0.83,,,,,,,
Llama2-13B,0.81,0.81,1738.3,True,15,17,5,3,1866.2,1.074,1511.6,2853.6,4365.2,0.83,23.978,1.411,7.602,PoolL,10,52,39,10,0.906,4xTP5/N_T12,32.0,0.0,79.89,1044.55,False,
Llama2-13B,0.81,0.81,1817.3,True,15,17,5,3,1866.2,1.027,1511.6,2853.6,4365.2,0.83,23.978,1.411,7.602,PoolL,10,52,39,10,0.906,,,,,,,
Llama2-13B,0.81,0.81,1896.3,True,20,12,5,4,2019.5,1.065,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,9,52,39,9,0.906,,,,,,,
Llama2-13B,0.81,0.81,1975.3,True,20,12,5,4,2019.5,1.022,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,9,52,39,9,0.906,,,,,,,
Llama2-13B,0.81,0.81,2054.4,True,18,14,6,3,2239.4,1.09,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.81,0.81,2133.4,True,18,14,6,3,2239.4,1.05,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.81,0.81,2212.4,True,18,14,6,3,2239.4,1.012,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.81,0.81,2291.4,True,21,11,7,3,2612.6,1.14,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,6,52,39,6,0.996,,,,,,,
Llama2-13B,0.81,0.81,2370.4,True,21,11,7,3,2612.6,1.102,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.81,0.81,2449.4,True,21,11,7,3,2612.6,1.067,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.81,0.81,2528.4,True,21,11,7,3,2612.6,1.033,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.81,0.81,2607.5,True,21,11,7,3,2612.6,1.002,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.81,0.81,2686.5,True,18,14,9,2,2995.7,1.115,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,8xTP2/N_T16,6.0,26.0,63.3,506.4,False,
Llama2-13B,0.81,0.81,2765.5,True,18,14,9,2,2995.7,1.083,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.81,0.81,2844.5,True,18,14,9,2,2995.7,1.053,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.81,0.81,2923.5,True,18,14,9,2,2995.7,1.025,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.81,0.81,3002.5,True,20,12,10,2,3328.6,1.109,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,9xTP2/N_T14,14.0,18.0,63.3,569.48,False,
Llama2-13B,0.81,0.81,3081.5,True,20,12,10,2,3328.6,1.08,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.81,0.81,3160.6,True,20,12,10,2,3328.6,1.053,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.81,0.81,3239.6,True,20,12,10,2,3328.6,1.027,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.81,0.81,3318.6,True,20,12,10,2,3328.6,1.003,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.81,0.81,3397.6,True,22,10,11,2,3661.5,1.078,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.81,0.81,3476.6,True,22,10,11,2,3661.5,1.053,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.81,0.81,3555.6,True,22,10,11,2,3661.5,1.03,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.81,0.81,3634.6,True,22,10,11,2,3661.5,1.007,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.81,0.81,3713.6,False,22,10,11,2,3661.5,0.986,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,3792.7,False,22,10,11,2,3661.5,0.965,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,3871.7,False,22,10,11,2,3661.5,0.946,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,3950.7,False,22,10,11,2,3661.5,0.927,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4029.7,False,22,10,11,2,3661.5,0.909,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4108.7,False,22,10,11,2,3661.5,0.891,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4187.7,False,22,10,11,2,3661.5,0.874,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4266.7,False,22,10,11,2,3661.5,0.858,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4345.8,False,22,10,11,2,3661.5,0.843,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4424.8,False,22,10,11,2,3661.5,0.827,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4503.8,False,22,10,11,2,3661.5,0.813,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4582.8,False,22,10,11,2,3661.5,0.799,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4661.8,False,22,10,11,2,3661.5,0.785,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4740.8,False,22,10,11,2,3661.5,0.772,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4819.8,False,22,10,11,2,3661.5,0.76,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4898.9,False,22,10,11,2,3661.5,0.747,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,4977.9,False,22,10,11,2,3661.5,0.736,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5056.9,False,22,10,11,2,3661.5,0.724,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5135.9,False,22,10,11,2,3661.5,0.713,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5214.9,False,22,10,11,2,3661.5,0.702,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5293.9,False,22,10,11,2,3661.5,0.692,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5372.9,False,22,10,11,2,3661.5,0.681,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5452.0,False,22,10,11,2,3661.5,0.672,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5531.0,False,22,10,11,2,3661.5,0.662,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5610.0,False,22,10,11,2,3661.5,0.653,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5689.0,False,22,10,11,2,3661.5,0.644,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5768.0,False,22,10,11,2,3661.5,0.635,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5847.0,False,22,10,11,2,3661.5,0.626,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,5926.0,False,22,10,11,2,3661.5,0.618,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,6005.0,False,22,10,11,2,3661.5,0.61,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,6084.1,False,22,10,11,2,3661.5,0.602,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,6163.1,False,22,10,11,2,3661.5,0.594,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,6242.1,False,22,10,11,2,3661.5,0.587,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.81,0.81,6321.1,False,22,10,11,2,3661.5,0.579,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,79.0,True,10,22,1,10,474.4,6.004,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.82,0.82,158.0,True,10,22,1,10,474.4,3.002,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.82,0.82,237.0,True,10,22,1,10,474.4,2.001,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.82,0.82,316.1,True,10,22,1,10,474.4,1.501,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.82,0.82,395.1,True,10,22,1,10,474.4,1.201,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,50,52,39,37,0.728,,,,,,,
Llama2-13B,0.82,0.82,474.1,True,10,22,1,10,474.4,1.001,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,43,52,39,31,0.728,,,,,,,
Llama2-13B,0.82,0.82,553.1,True,12,20,2,6,871.7,1.576,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.82,0.82,632.1,True,12,20,2,6,871.7,1.379,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.82,0.82,711.1,True,12,20,2,6,871.7,1.226,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,30,52,39,29,0.728,,,,,,,
Llama2-13B,0.82,0.82,790.1,True,12,20,2,6,871.7,1.103,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,29,52,39,28,0.728,,,,,,,
Llama2-13B,0.82,0.82,869.2,True,12,20,2,6,871.7,1.003,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,27,52,39,26,0.728,,,,,,,
Llama2-13B,0.82,0.82,948.2,True,20,12,2,10,948.8,1.001,778.0,2269.2,3047.2,0.607,32.73,1.091,43.442,PoolL,23,52,39,22,0.728,,,,,,,
Llama2-13B,0.82,0.82,1027.2,True,15,17,3,5,1284.3,1.25,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,20,52,39,20,0.8,,,,,,,
Llama2-13B,0.82,0.82,1106.2,True,15,17,3,5,1284.3,1.161,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,19,52,39,19,0.8,,,,,,,
Llama2-13B,0.82,0.82,1185.2,True,15,17,3,5,1284.3,1.084,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,19,52,39,19,0.8,,,,,,,
Llama2-13B,0.82,0.82,1264.2,True,15,17,3,5,1284.3,1.016,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,18,52,39,18,0.8,,,,,,,
Llama2-13B,0.82,0.82,1343.2,True,20,12,4,5,1712.4,1.275,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,14,52,39,14,0.83,4xTP4/N_T16,32.0,0.0,63.3,867.4,False,
Llama2-13B,0.82,0.82,1422.2,True,20,12,4,5,1712.4,1.204,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,14,52,39,14,0.83,4xTP4/N_T16,32.0,0.0,63.3,867.4,False,
Llama2-13B,0.82,0.82,1501.3,True,20,12,4,5,1712.4,1.141,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,13,52,39,13,0.83,4xTP4/N_T16,32.0,0.0,63.3,867.4,False,
Llama2-13B,0.82,0.82,1580.3,True,20,12,4,5,1712.4,1.084,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,13,52,39,13,0.83,4xTP4/N_T16,32.0,0.0,63.3,867.4,False,
Llama2-13B,0.82,0.82,1659.3,True,20,12,4,5,1712.4,1.032,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,11,52,39,11,0.83,,,,,,,
Llama2-13B,0.82,0.82,1738.3,True,15,17,5,3,1843.4,1.06,1511.6,2853.6,4365.2,0.83,23.978,1.411,7.602,PoolL,10,52,39,10,0.906,,,,,,,
Llama2-13B,0.82,0.82,1817.3,True,15,17,5,3,1843.4,1.014,1511.6,2853.6,4365.2,0.83,23.978,1.411,7.602,PoolL,10,52,39,10,0.906,,,,,,,
Llama2-13B,0.82,0.82,1896.3,True,20,12,5,4,1994.9,1.052,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,9,52,39,9,0.906,,,,,,,
Llama2-13B,0.82,0.82,1975.3,True,20,12,5,4,1994.9,1.01,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,8,52,39,8,0.906,,,,,,,
Llama2-13B,0.82,0.82,2054.4,True,18,14,6,3,2212.1,1.077,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.82,0.82,2133.4,True,18,14,6,3,2212.1,1.037,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.82,0.82,2212.4,True,21,11,7,3,2580.7,1.166,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,6,52,39,6,0.996,6xTP3/N_T14,14.0,18.0,63.3,379.8,False,
Llama2-13B,0.82,0.82,2291.4,True,21,11,7,3,2580.7,1.126,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,6,52,39,6,0.996,,,,,,,
Llama2-13B,0.82,0.82,2370.4,True,21,11,7,3,2580.7,1.089,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.82,0.82,2449.4,True,21,11,7,3,2580.7,1.054,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.82,0.82,2528.4,True,21,11,7,3,2580.7,1.021,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.82,0.82,2607.5,True,16,16,8,2,2630.4,1.009,2156.9,2853.6,5010.5,0.946,25.513,1.411,2.482,PoolL,4,52,39,4,1.135,7xTP3/N_T11,32.0,0.0,79.89,4154.01,False,
Llama2-13B,0.82,0.82,2686.5,True,18,14,9,2,2959.1,1.102,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
