Model,alpha_req,alpha_tok,lambda_tok_s,selectable,N_L,N_T,n_instances,TP_per_instance,lambda_max,headroom_ratio,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,kv_slack_T,kv_slack_L,bottleneck,n_meets_load,n_meets_kv,n_unsaturated,n_selectable,ttft_bar_s,switch_from,devices_draining,devices_kept,T_drain_s,T_breakeven_s,free_move,note
Llama2-13B,0.02,0.02,5768.0,False,2,30,1,2,4492.2,0.779,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5847.0,False,2,30,1,2,4492.2,0.768,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5926.0,False,2,30,1,2,4492.2,0.758,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,6005.0,False,2,30,1,2,4492.2,0.748,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,6084.1,False,2,30,1,2,4492.2,0.738,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,6163.1,False,2,30,1,2,4492.2,0.729,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,6242.1,False,2,30,1,2,4492.2,0.72,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,6321.1,False,2,30,1,2,4492.2,0.711,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,79.0,True,2,30,1,2,4538.6,57.44,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,158.0,True,2,30,1,2,4538.6,28.72,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,237.0,True,2,30,1,2,4538.6,19.147,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,316.1,True,2,30,1,2,4538.6,14.36,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,395.1,True,2,30,1,2,4538.6,11.488,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,474.1,True,2,30,1,2,4538.6,9.573,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,553.1,True,2,30,1,2,4538.6,8.206,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,632.1,True,2,30,1,2,4538.6,7.18,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,711.1,True,2,30,1,2,4538.6,6.382,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,790.1,True,2,30,1,2,4538.6,5.744,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,869.2,True,2,30,1,2,4538.6,5.222,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,948.2,True,2,30,1,2,4538.6,4.787,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1027.2,True,2,30,1,2,4538.6,4.418,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1106.2,True,2,30,1,2,4538.6,4.103,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1185.2,True,2,30,1,2,4538.6,3.829,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1264.2,True,2,30,1,2,4538.6,3.59,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1343.2,True,2,30,1,2,4538.6,3.379,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1422.2,True,2,30,1,2,4538.6,3.191,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1501.3,True,2,30,1,2,4538.6,3.023,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1580.3,True,2,30,1,2,4538.6,2.872,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1659.3,True,2,30,1,2,4538.6,2.735,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1738.3,True,2,30,1,2,4538.6,2.611,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1817.3,True,2,30,1,2,4538.6,2.497,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1896.3,True,2,30,1,2,4538.6,2.393,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,1975.3,True,2,30,1,2,4538.6,2.298,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,2054.4,True,2,30,1,2,4538.6,2.209,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,2133.4,True,2,30,1,2,4538.6,2.127,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,2212.4,True,2,30,1,2,4538.6,2.051,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,2291.4,True,2,30,1,2,4538.6,1.981,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.03,0.03,2370.4,True,2,30,1,2,4538.6,1.915,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2449.4,True,2,30,1,2,4538.6,1.853,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2528.4,True,2,30,1,2,4538.6,1.795,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2607.5,True,2,30,1,2,4538.6,1.741,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2686.5,True,2,30,1,2,4538.6,1.689,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2765.5,True,2,30,1,2,4538.6,1.641,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2844.5,True,2,30,1,2,4538.6,1.596,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,2923.5,True,2,30,1,2,4538.6,1.552,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.03,0.03,3002.5,True,2,30,1,2,4538.6,1.512,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3081.5,True,2,30,1,2,4538.6,1.473,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3160.6,True,2,30,1,2,4538.6,1.436,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3239.6,True,2,30,1,2,4538.6,1.401,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3318.6,True,2,30,1,2,4538.6,1.368,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3397.6,True,2,30,1,2,4538.6,1.336,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3476.6,True,2,30,1,2,4538.6,1.305,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3555.6,True,2,30,1,2,4538.6,1.276,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3634.6,True,2,30,1,2,4538.6,1.249,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3713.6,True,2,30,1,2,4538.6,1.222,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3792.7,True,2,30,1,2,4538.6,1.197,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3871.7,True,2,30,1,2,4538.6,1.172,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,3950.7,True,2,30,1,2,4538.6,1.149,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4029.7,True,2,30,1,2,4538.6,1.126,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4108.7,True,2,30,1,2,4538.6,1.105,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4187.7,True,2,30,1,2,4538.6,1.084,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4266.7,True,2,30,1,2,4538.6,1.064,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4345.8,True,2,30,1,2,4538.6,1.044,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4424.8,True,2,30,1,2,4538.6,1.026,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4503.8,True,2,30,1,2,4538.6,1.008,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.03,0.03,4582.8,False,2,30,1,2,4538.6,0.99,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,4661.8,False,2,30,1,2,4538.6,0.974,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,4740.8,False,2,30,1,2,4538.6,0.957,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,4819.8,False,2,30,1,2,4538.6,0.942,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,4898.9,False,2,30,1,2,4538.6,0.926,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,4977.9,False,2,30,1,2,4538.6,0.912,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5056.9,False,2,30,1,2,4538.6,0.898,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5135.9,False,2,30,1,2,4538.6,0.884,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5214.9,False,2,30,1,2,4538.6,0.87,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5293.9,False,2,30,1,2,4538.6,0.857,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5372.9,False,2,30,1,2,4538.6,0.845,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5452.0,False,2,30,1,2,4538.6,0.832,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5531.0,False,2,30,1,2,4538.6,0.821,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5610.0,False,2,30,1,2,4538.6,0.809,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5689.0,False,2,30,1,2,4538.6,0.798,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5768.0,False,2,30,1,2,4538.6,0.787,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5847.0,False,2,30,1,2,4538.6,0.776,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,5926.0,False,2,30,1,2,4538.6,0.766,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,6005.0,False,2,30,1,2,4538.6,0.756,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,6084.1,False,2,30,1,2,4538.6,0.746,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,6163.1,False,2,30,1,2,4538.6,0.736,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,6242.1,False,2,30,1,2,4538.6,0.727,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.03,0.03,6321.1,False,2,30,1,2,4538.6,0.718,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.04,0.04,79.0,True,2,30,1,2,4585.8,58.038,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,158.0,True,2,30,1,2,4585.8,29.019,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,237.0,True,2,30,1,2,4585.8,19.346,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,316.1,True,2,30,1,2,4585.8,14.51,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,395.1,True,2,30,1,2,4585.8,11.608,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,474.1,True,2,30,1,2,4585.8,9.673,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,553.1,True,2,30,1,2,4585.8,8.291,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,632.1,True,2,30,1,2,4585.8,7.255,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,711.1,True,2,30,1,2,4585.8,6.449,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,790.1,True,2,30,1,2,4585.8,5.804,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,869.2,True,2,30,1,2,4585.8,5.276,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,948.2,True,2,30,1,2,4585.8,4.837,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1027.2,True,2,30,1,2,4585.8,4.464,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1106.2,True,2,30,1,2,4585.8,4.146,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1185.2,True,2,30,1,2,4585.8,3.869,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1264.2,True,2,30,1,2,4585.8,3.627,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1343.2,True,2,30,1,2,4585.8,3.414,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1422.2,True,2,30,1,2,4585.8,3.224,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1501.3,True,2,30,1,2,4585.8,3.055,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1580.3,True,2,30,1,2,4585.8,2.902,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1659.3,True,2,30,1,2,4585.8,2.764,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1738.3,True,2,30,1,2,4585.8,2.638,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1817.3,True,2,30,1,2,4585.8,2.523,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1896.3,True,2,30,1,2,4585.8,2.418,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,1975.3,True,2,30,1,2,4585.8,2.322,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,2054.4,True,2,30,1,2,4585.8,2.232,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,2133.4,True,2,30,1,2,4585.8,2.15,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,2212.4,True,2,30,1,2,4585.8,2.073,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,2291.4,True,2,30,1,2,4585.8,2.001,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.04,0.04,2370.4,True,2,30,1,2,4585.8,1.935,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2449.4,True,2,30,1,2,4585.8,1.872,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2528.4,True,2,30,1,2,4585.8,1.814,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2607.5,True,2,30,1,2,4585.8,1.759,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2686.5,True,2,30,1,2,4585.8,1.707,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2765.5,True,2,30,1,2,4585.8,1.658,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2844.5,True,2,30,1,2,4585.8,1.612,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,2923.5,True,2,30,1,2,4585.8,1.569,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.04,0.04,3002.5,True,2,30,1,2,4585.8,1.527,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3081.5,True,2,30,1,2,4585.8,1.488,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3160.6,True,2,30,1,2,4585.8,1.451,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3239.6,True,2,30,1,2,4585.8,1.416,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3318.6,True,2,30,1,2,4585.8,1.382,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3397.6,True,2,30,1,2,4585.8,1.35,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3476.6,True,2,30,1,2,4585.8,1.319,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3555.6,True,2,30,1,2,4585.8,1.29,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3634.6,True,2,30,1,2,4585.8,1.262,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3713.6,True,2,30,1,2,4585.8,1.235,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3792.7,True,2,30,1,2,4585.8,1.209,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3871.7,True,2,30,1,2,4585.8,1.184,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,3950.7,True,2,30,1,2,4585.8,1.161,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,4029.7,True,2,30,1,2,4585.8,1.138,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.04,0.04,4108.7,True,2,30,1,2,4585.8,1.116,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
